claim_id,claim_text_or_token,value,source_file_and_field,evidence_date,evidence_role,page_audience,status,action
token:context.f25.ratio,"context.f25.ratio — cm_master_content_2026_08_03.json:81: ""detail"": ""Related-family high-reuse cells remained {{family.bitset.min}}–{{family.bitset.max}} slower than BitSet. Across the synthetic partial-context grid, cached CM was {{context.speedup.min}}–{{context.speedup.max}}",1.108033767217328,"docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/partial_f0p25_c500_summary.csv :: n_vars=16,c=500 cm_cache_total / bitset_full_recompute_total",20260826,synthetic workload hypothesis,master/index.html; layperson/layperson.html; investor/investor.html; expert/expert.html; use-cases/usecases.html,current,retained or updated; builder uniqueness/provenance gate
token:context.f5.ratio,"context.f5.ratio — cm_master_content_2026_08_03.json:81: ""detail"": ""Related-family high-reuse cells remained {{family.bitset.min}}–{{family.bitset.max}} slower than BitSet. Across the synthetic partial-context grid, cached CM was {{context.speedup.min}}–{{context.speedup.max}}",0.951564108845568,"docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/partial_f0p5_c500_summary.csv :: n_vars=16,c=500 cm_cache_total / bitset_full_recompute_total",20260826,synthetic workload hypothesis,master/index.html; layperson/layperson.html; investor/investor.html; expert/expert.html; use-cases/usecases.html,current,retained or updated; builder uniqueness/provenance gate
token:context.f75.ratio,"context.f75.ratio — cm_master_content_2026_08_03.json:81: ""detail"": ""Related-family high-reuse cells remained {{family.bitset.min}}–{{family.bitset.max}} slower than BitSet. Across the synthetic partial-context grid, cached CM was {{context.speedup.min}}–{{context.speedup.max}}",0.9969998922789554,"docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/partial_f0p75_c500_summary.csv :: n_vars=16,c=500 cm_cache_total / bitset_full_recompute_total",20260826,synthetic workload hypothesis,master/index.html; layperson/layperson.html; investor/investor.html; expert/expert.html; use-cases/usecases.html,current,retained or updated; builder uniqueness/provenance gate
token:context.speedup.max,"context.speedup.max — cm_master_content_2026_08_03.json:81: ""detail"": ""Related-family high-reuse cells remained {{family.bitset.min}}–{{family.bitset.max}} slower than BitSet. Across the synthetic partial-context grid, cached CM was {{context.speedup.min}}–{{context.speedup.max}}",7.3744487069114655,partial context summary CSVs :: max(speedup_cm_cache_vs_cm_no_cache_median),pinned revision,synthetic workload hypothesis,master/index.html; layperson/layperson.html; investor/investor.html; expert/expert.html; use-cases/usecases.html,current,retained or updated; builder uniqueness/provenance gate
token:context.speedup.min,"context.speedup.min — cm_master_content_2026_08_03.json:81: ""detail"": ""Related-family high-reuse cells remained {{family.bitset.min}}–{{family.bitset.max}} slower than BitSet. Across the synthetic partial-context grid, cached CM was {{context.speedup.min}}–{{context.speedup.max}}",4.847989310400186,partial context summary CSVs :: min(speedup_cm_cache_vs_cm_no_cache_median),pinned revision,synthetic workload hypothesis,master/index.html; layperson/layperson.html; investor/investor.html; expert/expert.html; use-cases/usecases.html,current,retained or updated; builder uniqueness/provenance gate
token:context.trials,"context.trials — cm_master_content_2026_08_03.json:81: ""detail"": ""Related-family high-reuse cells remained {{family.bitset.min}}–{{family.bitset.max}} slower than BitSet. Across the synthetic partial-context grid, cached CM was {{context.speedup.min}}–{{context.speedup.max}}",3,"selected n=16,c=500 partial context rows :: trials",pinned revision,synthetic workload hypothesis,master/index.html; layperson/layperson.html; investor/investor.html; expert/expert.html; use-cases/usecases.html,current,retained or updated; builder uniqueness/provenance gate
token:cudd.build.max_us,"cudd.build.max_us — cm_master_content_2026_08_03.json:390: ""measured"": ""Built the whole corpus in {{cudd.build.min_us}}–{{cudd.build.max_us}} into graphs of {{cudd.nodes.k16}} nodes or fewer — while full extraction of the explicit vector ran {{cudd.extract.min_x}}–{{cudd.extract",2579.9009890761226,deliverables_n22_24/b5_cudd_2026_08_03_run5/CM_b5_cudd_matched_summary_2026_08_03.csv :: max(cudd_build_us_median),2026-08-03,accepted benchmark or repository evidence,master/index.html; layperson/layperson.html; investor/investor.html; expert/expert.html; use-cases/usecases.html,current,retained or updated; builder uniqueness/provenance gate
token:cudd.build.min_us,"cudd.build.min_us — cm_master_content_2026_08_03.json:390: ""measured"": ""Built the whole corpus in {{cudd.build.min_us}}–{{cudd.build.max_us}} into graphs of {{cudd.nodes.k16}} nodes or fewer — while full extraction of the explicit vector ran {{cudd.extract.min_x}}–{{cudd.extract",2488.0135024432093,deliverables_n22_24/b5_cudd_2026_08_03_run5/CM_b5_cudd_matched_summary_2026_08_03.csv :: min(cudd_build_us_median),2026-08-03,accepted benchmark or repository evidence,master/index.html; layperson/layperson.html; investor/investor.html; expert/expert.html; use-cases/usecases.html,current,retained or updated; builder uniqueness/provenance gate
token:cudd.extract.k16_ms,"cudd.extract.k16_ms — cm_master_content_2026_08_03.json:719: ""Full extraction of the packed vector ran {{cudd.extract.min_x}}–{{cudd.extract.max_x}} slower than the packed kernels ({{cudd.kernel.min_us}}–{{cudd.kernel.max_us}}), reaching {{cudd.extract.k16_ms}} at live_k=16. The g",580.3574894962367,deliverables_n22_24/b5_cudd_2026_08_03_run5/CM_b5_cudd_matched_summary_2026_08_03.csv :: live_k=16 cudd_extract_full_us_median / 1000,2026-08-03,accepted benchmark or repository evidence,master/index.html; layperson/layperson.html; investor/investor.html; expert/expert.html; use-cases/usecases.html,current,retained or updated; builder uniqueness/provenance gate
token:cudd.extract.max_x,"cudd.extract.max_x — cm_master_content_2026_08_03.json:390: ""measured"": ""Built the whole corpus in {{cudd.build.min_us}}–{{cudd.build.max_us}} into graphs of {{cudd.nodes.k16}} nodes or fewer — while full extraction of the explicit vector ran {{cudd.extract.min_x}}–{{cudd.extract",12781.726637662348,deliverables_n22_24/b5_cudd_2026_08_03_run5/CM_b5_cudd_matched_summary_2026_08_03.csv :: max(cudd_extract_full_us_median / cm_kernel_us_median),2026-08-03,accepted benchmark or repository evidence,master/index.html; layperson/layperson.html; investor/investor.html; expert/expert.html; use-cases/usecases.html,current,retained or updated; builder uniqueness/provenance gate
token:cudd.extract.min_x,"cudd.extract.min_x — cm_master_content_2026_08_03.json:390: ""measured"": ""Built the whole corpus in {{cudd.build.min_us}}–{{cudd.build.max_us}} into graphs of {{cudd.nodes.k16}} nodes or fewer — while full extraction of the explicit vector ran {{cudd.extract.min_x}}–{{cudd.extract",73.81623651087571,deliverables_n22_24/b5_cudd_2026_08_03_run5/CM_b5_cudd_matched_summary_2026_08_03.csv :: min(cudd_extract_full_us_median / cm_kernel_us_median),2026-08-03,accepted benchmark or repository evidence,master/index.html; layperson/layperson.html; investor/investor.html; expert/expert.html; use-cases/usecases.html,current,retained or updated; builder uniqueness/provenance gate
token:cudd.kernel.max_us,"cudd.kernel.max_us — cm_master_content_2026_08_03.json:719: ""Full extraction of the packed vector ran {{cudd.extract.min_x}}–{{cudd.extract.max_x}} slower than the packed kernels ({{cudd.kernel.min_us}}–{{cudd.kernel.max_us}}), reaching {{cudd.extract.k16_ms}} at live_k=16. The g",45.40524969343096,deliverables_n22_24/b5_cudd_2026_08_03_run5/CM_b5_cudd_matched_summary_2026_08_03.csv :: max(cm_kernel_us_median),2026-08-03,accepted benchmark or repository evidence,master/index.html; layperson/layperson.html; investor/investor.html; expert/expert.html; use-cases/usecases.html,current,retained or updated; builder uniqueness/provenance gate
token:cudd.kernel.min_us,"cudd.kernel.min_us — cm_master_content_2026_08_03.json:719: ""Full extraction of the packed vector ran {{cudd.extract.min_x}}–{{cudd.extract.max_x}} slower than the packed kernels ({{cudd.kernel.min_us}}–{{cudd.kernel.max_us}}), reaching {{cudd.extract.k16_ms}} at live_k=16. The g",15.43517428217456,deliverables_n22_24/b5_cudd_2026_08_03_run5/CM_b5_cudd_matched_summary_2026_08_03.csv :: min(cm_kernel_us_median),2026-08-03,accepted benchmark or repository evidence,master/index.html; layperson/layperson.html; investor/investor.html; expert/expert.html; use-cases/usecases.html,current,retained or updated; builder uniqueness/provenance gate
token:cudd.nodes.k16,"cudd.nodes.k16 — cm_master_content_2026_08_03.json:390: ""measured"": ""Built the whole corpus in {{cudd.build.min_us}}–{{cudd.build.max_us}} into graphs of {{cudd.nodes.k16}} nodes or fewer — while full extraction of the explicit vector ran {{cudd.extract.min_x}}–{{cudd.extract",78.0,deliverables_n22_24/b5_cudd_2026_08_03_run5/CM_b5_cudd_matched_summary_2026_08_03.csv :: live_k=16 cudd_dag_size_median,2026-08-03,accepted benchmark or repository evidence,master/index.html; layperson/layperson.html; investor/investor.html; expert/expert.html; use-cases/usecases.html,current,retained or updated; builder uniqueness/provenance gate
token:cudd.rows,"cudd.rows — cm_master_content_2026_08_03.json:720: ""The comparison is like-for-like: <code>robdd_is_cudd</code> held on all {{cudd.rows}} rows and CUDD's full extraction matched the CM packed bits exactly on every one, so both sides genuinely produced the same answer."",",192,deliverables_n22_24/b5_cudd_2026_08_03_run5/cm_b5_cudd_matched_results_2026_08_03.json :: len(rows),2026-08-03,accepted benchmark or repository evidence,master/index.html; layperson/layperson.html; investor/investor.html; expert/expert.html; use-cases/usecases.html,current,retained or updated; builder uniqueness/provenance gate
token:dependency.attempts,dependency.attempts,3,three dependency audit JSON files :: sum(len(pods)),pinned revision,dependency feasibility; not algorithm performance,generated payload in all five pages; token currently not rendered,current,retained or updated; builder uniqueness/provenance gate
token:dependency.cost,"dependency.cost — cm_master_content_2026_08_03.json:101: ""summary"": ""Three authorized disposable CPU attempts cost {{dependency.cost}} cumulatively and ended with {{dependency.postflight_pods}} pods. The final attempt built the pinned pure-Python astutils wheel, then failed cl",0.001948,docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/runpod_dependency_feasibility_run3/dependency_runpod_audit_run3_2026_08_26.json :: total_cost_usd,2026-08-26,dependency feasibility; not algorithm performance,master/index.html; layperson/layperson.html; investor/investor.html; expert/expert.html; use-cases/usecases.html,current,retained or updated; builder uniqueness/provenance gate
token:dependency.postflight_pods,"dependency.postflight_pods — cm_master_content_2026_08_03.json:101: ""summary"": ""Three authorized disposable CPU attempts cost {{dependency.cost}} cumulatively and ended with {{dependency.postflight_pods}} pods. The final attempt built the pinned pure-Python astutils wheel, then failed cl",0,docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/runpod_run3_postflight_inventory.json :: pod_count,20260826,dependency feasibility; not algorithm performance,master/index.html; layperson/layperson.html; investor/investor.html; expert/expert.html; use-cases/usecases.html,current,retained or updated; builder uniqueness/provenance gate
token:dpr1.peak,"dpr1.peak — cm_master_content_2026_08_03.json:1042: ""technical_statement"": ""Preparation costs {{be.syn.prep}} plain-CSE prep on the synthetic corpus, {{be.epflcse.prep}} on the external corpus against the same baseline, and {{be.epfl.prep}} against CSE-flat, with a per-ca",1.244028561563647,docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/dpr1_smoke_summary.json :: summaries[group=all].peak_bytes_ratio_geomean,20260826,accepted benchmark or repository evidence,master/index.html; layperson/layperson.html; investor/investor.html; expert/expert.html; use-cases/usecases.html,current,retained or updated; builder uniqueness/provenance gate
token:dpr1.rows,"dpr1.rows — cm_master_content_2026_08_03.json:1042: ""technical_statement"": ""Preparation costs {{be.syn.prep}} plain-CSE prep on the synthetic corpus, {{be.epflcse.prep}} on the external corpus against the same baseline, and {{be.epfl.prep}} against CSE-flat, with a per-ca",25,docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/dpr1_smoke_summary.json :: summaries[group=all].rows,20260826,accepted benchmark or repository evidence,master/index.html; layperson/layperson.html; investor/investor.html; expert/expert.html; use-cases/usecases.html,current,retained or updated; builder uniqueness/provenance gate
token:dpr1.time,"dpr1.time — cm_master_content_2026_08_03.json:1042: ""technical_statement"": ""Preparation costs {{be.syn.prep}} plain-CSE prep on the synthetic corpus, {{be.epflcse.prep}} on the external corpus against the same baseline, and {{be.epfl.prep}} against CSE-flat, with a per-ca",1.8317193428962577,docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/dpr1_smoke_summary.json :: summaries[group=all].candidate_over_baseline_geomean,20260826,accepted benchmark or repository evidence,master/index.html; layperson/layperson.html; investor/investor.html; expert/expert.html; use-cases/usecases.html,current,retained or updated; builder uniqueness/provenance gate
token:dpr3.helpers.after,"dpr3.helpers.after — cm_master_content_2026_08_03.json:115: ""summary"": ""DP-R3 consolidated {{dpr3.helpers.before}} duplicate exact-file SHA-256 helpers into {{dpr3.helpers.after}} streaming helper with compatibility and source-snapshot coverage. Its tiny exact smoke passed integr",1,deliverables_n22_24/master_explainer_2026_08_03/website_audit_2026-08-27/ACCEPTED-LATE-EVIDENCE.json :: provenance_consolidation.streaming_helpers_after,2026-08-03,diagnostic/reliability,master/index.html; layperson/layperson.html; investor/investor.html; expert/expert.html; use-cases/usecases.html,current,retained or updated; builder uniqueness/provenance gate
